species_id,species_name,generation
387,turtwig,4
388,grotle,4
389,torterra,4
390,chimchar,4
391,monferno,4
392,infernape,4
393,piplup,4
394,prinplup,4
395,empoleon,4
396,starly,4
397,staravia,4
398,staraptor,4
399,bidoof,4
400,bibarel,4
401,kricketot,4
402,kricketune,4
403,shinx,4
404,luxio,4
405,luxray,4
406,budew,4
407,roserade,4
408,cranidos,4
409,rampardos,4
410,shieldon,4
411,bastiodon,4
412,burmy,4
413,wormadam,4
414,mothim,4
415,combee,4
416,vespiquen,4
417,pachirisu,4
418,buizel,4
419,floatzel,4
420,cherubi,4
421,cherrim,4
422,shellos,4
423,gastrodon,4
424,ambipom,4
425,drifloon,4
426,drifblim,4
427,buneary,4
428,lopunny,4
429,mismagius,4
430,honchkrow,4
431,glameow,4
432,purugly,4
433,chingling,4
434,stunky,4
435,skuntank,4
436,bronzor,4
437,bronzong,4
438,bonsly,4
439,mime-jr,4
440,happiny,4
441,chatot,4
442,spiritomb,4
443,gible,4
444,gabite,4
445,garchomp,4
446,munchlax,4
447,riolu,4
448,lucario,4
449,hippopotas,4
450,hippowdon,4
451,skorupi,4
452,drapion,4
453,croagunk,4
454,toxicroak,4
455,carnivine,4
456,finneon,4
457,lumineon,4
458,mantyke,4
459,snover,4
460,abomasnow,4
461,weavile,4
462,magnezone,4
463,lickilicky,4
464,rhyperior,4
465,tangrowth,4
466,electivire,4
467,magmortar,4
468,togekiss,4
469,yanmega,4
470,leafeon,4
471,glaceon,4
472,gliscor,4
473,mamoswine,4
474,porygon-z,4
475,gallade,4
476,probopass,4
477,dusknoir,4
478,froslass,4
479,rotom,4
480,uxie,4
481,mesprit,4
482,azelf,4
483,dialga,4
484,palkia,4
485,heatran,4
486,regigigas,4
487,giratina,4
488,cresselia,4
489,phione,4
490,manaphy,4
491,darkrai,4
492,shaymin,4
493,arceus,4
