species_id,species_name,generation
650,chespin,6
651,quilladin,6
652,chesnaught,6
653,fennekin,6
654,braixen,6
655,delphox,6
656,froakie,6
657,frogadier,6
658,greninja,6
659,bunnelby,6
660,diggersby,6
661,fletchling,6
662,fletchinder,6
663,talonflame,6
664,scatterbug,6
665,spewpa,6
666,vivillon,6
667,litleo,6
668,pyroar,6
669,flabebe,6
670,floette,6
671,florges,6
672,skiddo,6
673,gogoat,6
674,pancham,6
675,pangoro,6
676,furfrou,6
677,espurr,6
678,meowstic,6
679,honedge,6
680,doublade,6
681,aegislash,6
682,spritzee,6
683,aromatisse,6
684,swirlix,6
685,slurpuff,6
686,inkay,6
687,malamar,6
688,binacle,6
689,barbaracle,6
690,skrelp,6
691,dragalge,6
692,clauncher,6
693,clawitzer,6
694,helioptile,6
695,heliolisk,6
696,tyrunt,6
697,tyrantrum,6
698,amaura,6
699,aurorus,6
700,sylveon,6
701,hawlucha,6
702,dedenne,6
703,carbink,6
704,goomy,6
705,sliggoo,6
706,goodra,6
707,klefki,6
708,phantump,6
709,trevenant,6
710,pumpkaboo,6
711,gourgeist,6
712,bergmite,6
713,avalugg,6
714,noibat,6
715,noivern,6
716,xerneas,6
717,yveltal,6
718,zygarde,6
719,diancie,6
720,hoopa,6
721,volcanion,6
